contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
38382	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
38436	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	no viral genes detected
38534	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	no viral genes detected
38982	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
39110	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.12	AAI-based (high-confidence)	0	1	
39240	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
39332	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	
39440	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	no viral genes detected
39462	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	no viral genes detected
39576	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	
39586	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
39662	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.08	AAI-based (high-confidence)	0	1	no viral genes detected
39720	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	no viral genes detected
39902	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.08	AAI-based (high-confidence)	0	1	no viral genes detected
40024	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.34	AAI-based (high-confidence)	0	1	
40210	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	
40226	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	
40418	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.34	AAI-based (high-confidence)	0	1	no viral genes detected
40438	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.04	AAI-based (high-confidence)	0	1	no viral genes detected
40578	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	no viral genes detected
40850	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.08	AAI-based (high-confidence)	0	1	no viral genes detected
40880	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	
41328	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
41338	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	
41606	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
41884	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
42158	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.16	AAI-based (high-confidence)	0	1	no viral genes detected
42286	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	no viral genes detected
42386	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.14	AAI-based (high-confidence)	0	1	
42436	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
42694	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
43068	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.18	AAI-based (high-confidence)	0	1	
43076	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	
43202	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	
43260	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.22	AAI-based (high-confidence)	0	1	no viral genes detected
43516	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.22	AAI-based (high-confidence)	0	1	
43652	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.15	AAI-based (high-confidence)	0	1	
43814	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.28	AAI-based (high-confidence)	0	1	no viral genes detected
44176	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	no viral genes detected
44190	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.14	AAI-based (high-confidence)	0	1	
44392	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	
44394	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.16	AAI-based (high-confidence)	0	1	no viral genes detected
44456	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.04	AAI-based (high-confidence)	0	1	no viral genes detected
44524	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	no viral genes detected
44552	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
44642	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	no viral genes detected
44704	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	
44904	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.15	AAI-based (high-confidence)	0	1	no viral genes detected
45100	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	
45750	100	No	NA	1	0	0	Low-quality	Genome-fragment	2.06	AAI-based (high-confidence)	0	1	no viral genes detected
45796	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.16	AAI-based (high-confidence)	0	1	
46004	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.16	AAI-based (high-confidence)	0	1	no viral genes detected
46114	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
46180	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	no viral genes detected
46262	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.14	AAI-based (high-confidence)	0	1	
46582	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.22	AAI-based (high-confidence)	0	1	
46672	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	
46774	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.27	AAI-based (high-confidence)	0	1	
46790	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
46988	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
46990	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	no viral genes detected
47302	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	no viral genes detected
47360	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.21	AAI-based (high-confidence)	0	1	
47450	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	
47738	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	no viral genes detected
48380	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	
48476	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	no viral genes detected
48480	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
48500	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	
48564	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
48758	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	
48778	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.08	AAI-based (high-confidence)	0	1	
49034	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.25	AAI-based (high-confidence)	0	1	no viral genes detected
49042	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	
49044	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.08	AAI-based (high-confidence)	0	1	no viral genes detected
49102	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	no viral genes detected
49128	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	
49240	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.14	AAI-based (high-confidence)	0	1	no viral genes detected
49448	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.16	AAI-based (high-confidence)	0	1	no viral genes detected
49518	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.25	AAI-based (high-confidence)	0	1	
49522	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
49740	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	
49742	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	
49772	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.26	AAI-based (high-confidence)	0	1	no viral genes detected
50204	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	no viral genes detected
50228	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	no viral genes detected
50318	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.22	AAI-based (high-confidence)	0	1	no viral genes detected
50322	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
50400	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
50596	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	
50616	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	no viral genes detected
51522	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	no viral genes detected
51798	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	
51826	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	
51972	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
52120	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	no viral genes detected
52318	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.26	AAI-based (high-confidence)	0	1	no viral genes detected
52338	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.18	AAI-based (high-confidence)	0	1	
52598	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	no viral genes detected
52610	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	
52936	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	
52968	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	no viral genes detected
53254	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
53342	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.18	AAI-based (high-confidence)	0	1	
53544	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	
53666	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
53814	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.16	AAI-based (high-confidence)	0	1	no viral genes detected
53862	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	
54144	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
54794	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	no viral genes detected
54892	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.22	AAI-based (high-confidence)	0	1	no viral genes detected
54952	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	no viral genes detected
55046	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
55134	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	
55166	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	no viral genes detected
55282	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	
55764	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	no viral genes detected
55768	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	no viral genes detected
55960	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
56088	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.15	AAI-based (high-confidence)	0	1	
56296	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.14	AAI-based (high-confidence)	0	1	no viral genes detected
56382	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	
56426	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	
56598	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	
56774	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	
56882	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
56990	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.21	AAI-based (high-confidence)	0	1	
57044	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	
57166	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
57354	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	no viral genes detected
57474	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.22	AAI-based (high-confidence)	0	1	no viral genes detected
57690	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	no viral genes detected
57898	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	no viral genes detected
58240	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	no viral genes detected
58834	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.57	AAI-based (high-confidence)	0	1	no viral genes detected
58940	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.21	AAI-based (high-confidence)	0	1	no viral genes detected
59548	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	no viral genes detected
59882	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	
59892	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	no viral genes detected
59914	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.27	AAI-based (high-confidence)	0	1	no viral genes detected
60164	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
60676	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	
60964	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	
60982	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
61112	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	
61204	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	no viral genes detected
61206	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	no viral genes detected
61356	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	no viral genes detected
61574	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	no viral genes detected
61838	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	no viral genes detected
61988	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	no viral genes detected
62070	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	
62222	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.25	AAI-based (high-confidence)	0	1	no viral genes detected
62374	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.14	AAI-based (high-confidence)	0	1	no viral genes detected
62510	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.18	AAI-based (high-confidence)	0	1	no viral genes detected
62556	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.12	AAI-based (high-confidence)	0	1	no viral genes detected
62742	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.15	AAI-based (high-confidence)	0	1	
62826	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
63322	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.04	AAI-based (high-confidence)	0	1	no viral genes detected
63446	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	
63510	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	no viral genes detected
63602	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
64036	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.15	AAI-based (high-confidence)	0	1	no viral genes detected
64046	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	
64338	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
64372	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	no viral genes detected
64422	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
64792	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
64796	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	
65464	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	no viral genes detected
65522	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.25	AAI-based (high-confidence)	0	1	
65726	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	no viral genes detected
66050	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.16	AAI-based (high-confidence)	0	1	no viral genes detected
66062	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	
66372	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	no viral genes detected
66558	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	no viral genes detected
66634	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	
66662	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	
66890	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
67150	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.22	AAI-based (high-confidence)	0	1	no viral genes detected
67330	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	no viral genes detected
67370	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.08	AAI-based (high-confidence)	0	1	no viral genes detected
67578	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.05	AAI-based (high-confidence)	0	1	no viral genes detected
67698	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.18	AAI-based (high-confidence)	0	1	no viral genes detected
67770	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	
67876	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.14	AAI-based (high-confidence)	0	1	no viral genes detected
68028	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	
68110	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	
68408	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	no viral genes detected
68514	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
68708	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.14	AAI-based (high-confidence)	0	1	no viral genes detected
68770	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.35	AAI-based (high-confidence)	0	1	no viral genes detected
68972	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	
69114	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.08	AAI-based (high-confidence)	0	1	no viral genes detected
69260	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.09	AAI-based (high-confidence)	0	1	no viral genes detected
69452	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.08	AAI-based (high-confidence)	0	1	no viral genes detected
69724	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	no viral genes detected
70096	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	no viral genes detected
70860	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.18	AAI-based (high-confidence)	0	1	no viral genes detected
71028	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	no viral genes detected
71182	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	no viral genes detected
71348	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	
71416	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.08	AAI-based (high-confidence)	0	1	no viral genes detected
71558	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.08	AAI-based (high-confidence)	0	1	
71652	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	no viral genes detected
71760	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	no viral genes detected
71906	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.18	AAI-based (high-confidence)	0	1	
72178	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	
72316	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	no viral genes detected
72334	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	no viral genes detected
72382	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
72476	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.25	AAI-based (high-confidence)	0	1	no viral genes detected
72486	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	
72512	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.07	AAI-based (high-confidence)	0	1	no viral genes detected
72528	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
72612	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	no viral genes detected
72630	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	no viral genes detected
73406	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	no viral genes detected
73506	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	no viral genes detected
73574	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.11	AAI-based (high-confidence)	0	1	no viral genes detected
73718	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.21	AAI-based (high-confidence)	0	1	no viral genes detected
73796	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.21	AAI-based (high-confidence)	0	1	no viral genes detected
73864	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	
73918	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
74032	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.18	AAI-based (high-confidence)	0	1	
74052	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.16	AAI-based (high-confidence)	0	1	
74108	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.06	AAI-based (high-confidence)	0	1	no viral genes detected
74194	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	no viral genes detected
74248	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	no viral genes detected
74384	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	no viral genes detected
74546	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.03	AAI-based (high-confidence)	0	1	no viral genes detected
74604	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	
74936	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.2	AAI-based (high-confidence)	0	1	no viral genes detected
74940	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.24	AAI-based (high-confidence)	0	1	
75116	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
75162	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
75328	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.03	AAI-based (high-confidence)	0	1	
75420	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	no viral genes detected
75490	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.04	AAI-based (high-confidence)	0	1	no viral genes detected
75600	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
75604	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.29	AAI-based (high-confidence)	0	1	no viral genes detected
75684	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.22	AAI-based (high-confidence)	0	1	no viral genes detected
75686	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	no viral genes detected
75774	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.23	AAI-based (high-confidence)	0	1	no viral genes detected
76084	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.17	AAI-based (high-confidence)	0	1	no viral genes detected
76316	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.13	AAI-based (high-confidence)	0	1	
76682	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.19	AAI-based (high-confidence)	0	1	
76802	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.16	AAI-based (high-confidence)	0	1	no viral genes detected
77088	100	No	NA	1	0	0	Low-quality	Genome-fragment	0.1	AAI-based (high-confidence)	0	1	no viral genes detected
77228	100	No	NA	1	1	0	Low-quality	Genome-fragment	0.14	AAI-based (high-confidence)	0	1	
